species_label,species,family,Tag,growth_form,mesh_size,diameter_class,diameter_1 size_cm,diameter_2 size_cm,diameter_3 size_cm,Bark thickness_1 _mm,Bark thickness_2 _mm,Bark thickness_3 _mm,Bark thickness_4_mm,length_cm,Wet_weight_of_wood_block_g,Wet_weight_of_small_pieces_of_wood_g,Volume_of_wet_small_pieces/g,Dry_weight_of_small_wood_blocks_g,Dry_volume_of_small_wood_blocks/g
1,Senegalia pruinescens,,L0158,Lianas,Invertebrates blocked,5.0 cm,4.1,4.2,2.4,2.79,2.75,2.97,3.22,19,163.94,28.42,33.75,13.09,30.22
1,Senegalia pruinescens,,L0162,Lianas,Invertebrates blocked,5.0 cm,4.2,4.5,4.3,3.22,3.55,3.17,2.9,205,201.15,19.54,32.81,12.95,29.78
1,Senegalia pruinescens,,L0180,Lianas,Invertebrates blocked,5.0 cm,4.6,4.5,4.5,3.35,3.21,4.12,4.52,19.5,281.86,32.83,40.54,23.45,27.56
1,Senegalia pruinescens,,L0164,Lianas,Invertebrates blocked,5.0 cm,4.3,4.4,4.4,2.9,2.73,2.65,2.76,20,166.65,18.77,34.25,14.72,32.21
1,Senegalia pruinescens,,L0155,Lianas,Invertebrates access,5.0 cm,4.3,4.3,4.4,3.76,3.68,3,3.64,20.5,353.05,26.38,31.7,18.98,28.62
1,Senegalia pruinescens,,L0167,Lianas,Invertebrates access,5.0 cm,4.4,4.4,4.5,3.32,3.44,3.56,3.73,20,247.25,27.86,35.54,22.3,33.22
1,Senegalia pruinescens,,L0163,Lianas,Invertebrates access,5.0 cm,3.9,4,4.1,2.87,2.77,2.51,2.53,19,188.94,18.53,26.67,14.43,22.96
1,Senegalia pruinescens,,L0153,Lianas,Invertebrates access,5.0 cm,4.5,4.5,4.5,4.41,3.35,3.42,3.35,19.5,272.71,28.09,36.95,19.17,33.59
1,Senegalia pruinescens,,L0151,Lianas,Invertebrates access,5.0 cm,4.2,4.2,4,2.81,2.79,2.61,2.72,19.5,193.89,21.98,30.63,17.29,28.02
1,Senegalia pruinescens,,L0165,Lianas,Invertebrates access,5.0 cm,4.4,4.5,4.5,3.53,3.37,3.44,3.05,20,271.27,28.47,33.44,18.64,29.88
1,Senegalia pruinescens,,L0181,Lianas,Invertebrates access,5.0 cm,4.8,4.6,4.6,3.72,3.45,3.38,3.35,20,278.64,30.46,39.38,22.08,35.79
1,Senegalia pruinescens,,L0159,Lianas,Invertebrates access,5.0 cm,4,3.7,3.7,2.19,2.35,2.56,2.67,20,203.88,14.24,24.55,10.79,22.35
1,Senegalia pruinescens,,L0169,Lianas,Invertebrates access,5.0 cm,4.4,4.5,4.4,3.19,3.57,4.2,3.27,20,289.76,28.05,32.91,18.13,29.53
1,Senegalia pruinescens,,L0112,Lianas,Invertebrates blocked,2.5 cm,2.5,2.5,2.5,1.95,1.82,1.93,1.72,20,51.85,4.52,9.52,3.8,8.17
1,Senegalia pruinescens,,L0118,Lianas,Invertebrates blocked,2.5 cm,3,3.1,3,2.22,1.92,2.38,2.22,19.5,76.77,7.87,14.57,6.8,13.84
1,Senegalia pruinescens,,L0114,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,3,2.34,2.41,2.15,1.92,20,66.93,7.43,14.13,6.03,12.37
1,Senegalia pruinescens,,L0110,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,2.8,1.76,2.08,2.21,1.83,19.5,63.56,6.9,14.31,5.59,12.9
1,Senegalia pruinescens,,L0116,Lianas,Invertebrates blocked,2.5 cm,2.5,2.6,2.7,1.75,1.31,1.68,1.54,20,82.18,7.9,10.52,6.2,9.6
1,Senegalia pruinescens,,L0108,Lianas,Invertebrates blocked,2.5 cm,3,2.9,3.1,2.15,1.59,2.13,2.23,20,66.05,8.23,15.28,6.78,14.92
1,Senegalia pruinescens,,L0102,Lianas,Invertebrates blocked,2.5 cm,3,3,3,1.97,1.87,2.13,1.96,20,76.96,7.2,14.74,5.43,12.87
7,Ventilago leiocarpa,,L3824,Lianas,Invertebrates blocked,2.5 cm,2.6,2.6,2.6,1.36,1.67,1.51,1.18,19.5,72.62,7.46,11.85,6.24,10.84
7,Ventilago leiocarpa,,L3828,Lianas,Invertebrates blocked,2.5 cm,2.5,2.6,2.6,2.14,1.83,1.97,1.43,19,56.43,6.62,13.03,5.37,11.79
7,Ventilago leiocarpa,,L3830,Lianas,Invertebrates blocked,2.5 cm,2.4,2.4,2.3,1.32,1.12,1.25,1.48,19.5,51.55,6.27,10.96,5.29,9.91
7,Ventilago leiocarpa,,L3818,Lianas,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,1.5,1.43,1.36,1.45,19.5,52.44,5.61,10.36,4.67,10.16
7,Ventilago leiocarpa,,L3826,Lianas,Invertebrates blocked,2.5 cm,2.6,2.6,2.5,1.41,1.14,1.54,1.22,19,62.88,9.09,14.5,7.64,13.45
7,Ventilago leiocarpa,,L3816,Lianas,Invertebrates blocked,2.5 cm,2.7,2.6,2.8,1.68,1.19,1.74,1.23,20,71.66,8.12,13.43,6.84,12.48
7,Ventilago leiocarpa,,L3804,Lianas,Invertebrates blocked,2.5 cm,2.1,2.2,2.1,1.27,1.14,1.11,1.38,20,40.83,4.98,8.63,4.12,8.39
7,Ventilago leiocarpa,,L3832,Lianas,Invertebrates blocked,2.5 cm,2.1,2.2,2.1,1.99,1.12,1.44,1.52,20,35.89,3.75,8.75,3.22,8.12
7,Ventilago leiocarpa,,L3802,Lianas,Invertebrates blocked,2.5 cm,1.8,1.9,1.8,0.89,1.16,1.35,1.71,20,25.71,3.67,6.98,2.98,6.76
7,Ventilago leiocarpa,,L3806,Lianas,Invertebrates blocked,2.5 cm,2.1,2.1,2.1,1.19,1.17,1.25,1.23,19.5,42.02,4.26,7.62,3.57,6.97
7,Ventilago leiocarpa,,L3808,Lianas,Invertebrates blocked,2.5 cm,2.2,2.2,2.1,1.25,1.42,1.18,1.07,20,43.49,4.37,7.63,3.57,7.4
7,Ventilago leiocarpa,,L3822,Lianas,Invertebrates blocked,2.5 cm,2.1,2.1,2.2,1.17,1.16,1.18,0.98,20.5,36.98,3.55,7.87,2.95,7.78
7,Ventilago leiocarpa,,L3810,Lianas,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,0.71,0.74,0.57,0.92,20,53.5,6.04,10.65,4.97,10.03
7,Ventilago leiocarpa,,L3812,Lianas,Invertebrates blocked,2.5 cm,2,2,2,1.14,1.11,1.22,0.89,20,43.31,4.91,7.65,4.16,7.11
7,Ventilago leiocarpa,,L3814,Lianas,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,1.97,1.3,1.64,1.27,19,51.89,6.39,11.25,5.34,10.29
7,Ventilago leiocarpa,,L3820,Lianas,Invertebrates blocked,2.5 cm,2.2,2.1,2.1,1.39,1.18,1.21,1.01,20,45.06,4.74,8.31,3.99,10.6
7,Ventilago leiocarpa,,L3878,Lianas,Invertebrates blocked,5.0 cm,3.9,3.7,3.8,2.06,2.06,2.01,1.86,19.5,144.92,15.07,25.48,10.44,22.52
7,Ventilago leiocarpa,,L3862,Lianas,Invertebrates blocked,5.0 cm,3.6,3.6,3.6,2.29,1.8,2.11,2.04,19,123.11,13.22,23.67,9.66,70.88
7,Ventilago leiocarpa,,L3860,Lianas,Invertebrates blocked,5.0 cm,3.4,3.4,3.6,2.51,2.41,2.74,2.91,20,124.31,14.11,23.05,10.58,20.8
7,Ventilago leiocarpa,,L3858,Lianas,Invertebrates blocked,5.0 cm,3.5,3.5,3.4,3.12,3.08,2.61,2.99,20,120.98,12.05,20.73,7.97,17.65
7,Ventilago leiocarpa,,L3876,Lianas,Invertebrates blocked,5.0 cm,3.6,3.6,3.7,1.84,2.26,1.03,1.28,19.5,12.4.45,13.34,22.64,9.89,20.54
7,Ventilago leiocarpa,,L3866,Lianas,Invertebrates blocked,5.0 cm,3.5,3.8,3.5,3.34,3.35,3.39,2.55,20,154.2,15.09,22.75,8.52,19.9
7,Ventilago leiocarpa,,L3870,Lianas,Invertebrates blocked,5.0 cm,3.7,3.8,3.7,2.03,1.66,1.7,1.77,20.5,153.52,15.68,25.34,9.99,22.69
7,Ventilago leiocarpa,,L3852,Lianas,Invertebrates blocked,5.0 cm,3.4,3.5,3.5,2.79,2.17,2.11,2.42,20,125.21,14.55,23.59,9.77,21.36
7,Ventilago leiocarpa,,L3872,Lianas,Invertebrates blocked,5.0 cm,3.6,3.6,3.6,2.34,1.6,2.13,1.55,19,116.35,13.68,24.25,10.59,22.35
7,Ventilago leiocarpa,,L3831,Lianas,Invertebrates access,2.5 cm,2.5,2.6,2.5,1.35,1.48,1.53,1.59,20,57.98,6.12,10.68,4.77,10.04
7,Ventilago leiocarpa,,L3811,Lianas,Invertebrates access,2.5 cm,3.1,3.1,3,1.94,1.83,1.82,1.78,19,80.43,9.38,18.79,7.1,16.69
7,Ventilago leiocarpa,,L3809,Lianas,Invertebrates access,2.5 cm,2.6,2.6,2.5,1.8,1.41,1.95,1.96,20,61.1,6.46,11.82,4.99,10.6
7,Ventilago leiocarpa,,L3801,Lianas,Invertebrates access,2.5 cm,2.5,2.5,2.5,1.67,1.35,1.69,1.9,20,53.54,6.36,11.85,5.22,11.05
7,Ventilago leiocarpa,,L3821,Lianas,Invertebrates access,2.5 cm,2.5,2.6,2.7,1.46,1.82,1.6,1.65,21,63.89,6.13,11.13,4.96,10.16
7,Ventilago leiocarpa,,L3825,Lianas,Invertebrates access,2.5 cm,2.7,2.5,2.6,1.99,1.68,1.61,1.83,19.5,61.04,6.81,12.06,5.46,11.18
7,Ventilago leiocarpa,,L3807,Lianas,Invertebrates access,2.5 cm,3.1,3.2,3.1,1.49,1.62,1.7,1.61,19.5,100,10.71,17.17,6.69,15.73
7,Ventilago leiocarpa,,L3803,Lianas,Invertebrates access,2.5 cm,2.6,2.7,2.7,1.84,1.79,1.88,1.52,20,63.83,7.02,12.38,5.6,11.27
7,Ventilago leiocarpa,,L3817,Lianas,Invertebrates access,2.5 cm,2.5,2.4,2.5,1.23,1.41,1.09,1.18,20,53.57,5.66,10.31,4.64,9.88
7,Ventilago leiocarpa,,L3819,Lianas,Invertebrates access,2.5 cm,2.6,2.6,2.6,1.72,1.82,1.68,1.58,20,65.86,6.14,11.78,5.26,11.3
7,Ventilago leiocarpa,,L3805,Lianas,Invertebrates access,2.5 cm,2.6,2.7,2.7,1.64,1.61,1.58,1.38,19.5,64.38,8.92,14.62,7.46,13.79
7,Ventilago leiocarpa,,L3813,Lianas,Invertebrates access,2.5 cm,3.2,3.2,3.2,1.86,2.19,1.67,1.72,20,109.65,11.05,19.73,7.18,17.35
7,Ventilago leiocarpa,,L3829,Lianas,Invertebrates access,2.5 cm,2.5,2.5,2.6,1.78,1.61,2.1,1.65,20,59.58,6.76,11.94,5.25,10.61
7,Ventilago leiocarpa,,L3827,Lianas,Invertebrates access,2.5 cm,2.9,2.9,2.9,1.62,1.78,1.48,1.7,20,79.35,9.54,17.42,7.36,15.67
7,Ventilago leiocarpa,,L3823,Lianas,Invertebrates access,2.5 cm,2.6,2.7,2.8,1.84,1.39,1.62,1.87,20.5,71.43,8.75,15.14,7.18,13.75
7,Ventilago leiocarpa,,L3815,Lianas,Invertebrates access,2.5 cm,2.7,2.7,2.7,1.94,1.57,1.81,1.62,19,64.81,8.71,14.95,6.42,13.21
7,Ventilago leiocarpa,,L3864,Lianas,Invertebrates blocked,5.0 cm,3.8,3.8,4,2.31,2.68,1.85,2.05,19.5,171.68,16.36,25.89,11.46,22.63
7,Ventilago leiocarpa,,L3868,Lianas,Invertebrates blocked,5.0 cm,3.7,3.7,3.7,2.73,2.66,2.89,2.41,20,147.88,19.86,28.02,12.59,25.19
7,Ventilago leiocarpa,,L3882,Lianas,Invertebrates blocked,5.0 cm,4.2,4.2,4.1,2.2,3.7,3,2.71,19.5,153.35,18.13,30.25,13.28,27.33
7,Ventilago leiocarpa,,L3874,Lianas,Invertebrates blocked,5.0 cm,3.7,3.8,3.8,2.72,2.08,1.83,1.86,20,143.64,13.58,23.93,10.24,22.15
7,Ventilago leiocarpa,,L3880,Lianas,Invertebrates blocked,5.0 cm,3.5,3.6,3.5,2.19,2.22,1.61,2.16,19,104.33,12.89,23.02,9.95,21.14
7,Ventilago leiocarpa,,L3854,Lianas,Invertebrates blocked,5.0 cm,3.4,3.4,3.4,2.95,2.44,2.35,2.55,19.5,118.44,17.24,26.84,11.51,23.66
7,Ventilago leiocarpa,,L3856,Lianas,Invertebrates blocked,5.0 cm,3.7,3.7,3.7,1.48,2.32,2.41,2.93,20,143.22,15.95,26.91,11.61,24.07
7,Ventilago leiocarpa,,L3881,Lianas,Invertebrates access,5.0 cm,5.1,5.1,5,1.14,1.35,1.39,1.47,20.5,344.75,36.71,46.197,27.11,43.83
7,Ventilago leiocarpa,,L3877,Lianas,Invertebrates access,5.0 cm,5.2,5.2,5.2,1.58,1.63,1.54,1.65,20,358.39,42.47,50.63,30.77,47.52
7,Ventilago leiocarpa,,L3869,Lianas,Invertebrates access,5.0 cm,4.8,4.6,4.6,1.74,1.32,1.45,1.76,20,253.44,26.26,27.48,21.07,34.8
7,Ventilago leiocarpa,,L3861,Lianas,Invertebrates access,5.0 cm,4.8,4.8,4.7,1.43,1.82,1.7,1.49,20,272.94,33.74,43.6,23.72,40.39
7,Ventilago leiocarpa,,L3853,Lianas,Invertebrates access,5.0 cm,4.9,4.9,4.9,2.4,2.54,2.46,2.26,20,287.94,26.66,39.01,18.22,36.06
7,Ventilago leiocarpa,,L3879,Lianas,Invertebrates access,5.0 cm,4.1,4.2,4.2,1.22,0.99,0.89,0.87,19.5,287.93,18.54,30.56,14.08,28.18
7,Ventilago leiocarpa,,L3855,Lianas,Invertebrates access,5.0 cm,4.9,4.8,4.8,1.16,1.43,1.38,1.4,20.5,292.23,33.74,44.9,25.54,41.3
7,Ventilago leiocarpa,,L3871,Lianas,Invertebrates access,5.0 cm,4,4,4.1,2.27,2.44,1.97,2.33,18.5,162.4,16.6,27.25,12.81,24.84
7,Ventilago leiocarpa,,L3873,Lianas,Invertebrates access,5.0 cm,4.3,4,3.8,2.19,2.38,2.16,2.46,20,173.16,16.74,26.74,11.49,24.12
7,Ventilago leiocarpa,,L3851,Lianas,Invertebrates access,5.0 cm,4.3,4.3,4.5,2.02,2.04,2.32,1.92,21,213.67,25.88,36.76,18.87,33.73
7,Ventilago leiocarpa,,L3875,Lianas,Invertebrates access,5.0 cm,4.2,4.6,4.3,3.33,2.83,2.86,3.05,19.5,197.88,22.81,34.58,16.37,30.45
7,Ventilago leiocarpa,,L3859,Lianas,Invertebrates access,5.0 cm,4.8,4.9,4.8,1.59,1.45,1.49,1.13,20,293.31,31.5,40.37,23.28,37.54
7,Ventilago leiocarpa,,L3863,Lianas,Invertebrates access,5.0 cm,3.4,3.6,3.4,2.83,2.23,2.53,2.25,20,121.96,13.08,21.74,9.42,19.1
7,Ventilago leiocarpa,,L3857,Lianas,Invertebrates access,5.0 cm,3.8,3.8,3.8,1.78,1.35,1.8,1.53,20,101.94,17.53,28.66,13.59,26.16
7,Ventilago leiocarpa,,L3867,Lianas,Invertebrates access,5.0 cm,3.8,3.9,3.9,1.7,2.39,2.15,2,19.5,147:40:00,15.71,25.91,12.44,24.32
7,Ventilago leiocarpa,,L3865,Lianas,Invertebrates access,5.0 cm,3.7,3.7,3.7,1.6,1.79,2.05,1.39,19.5,137.52,15.74,25.81,10.97,22.89
5,Celastrus sp1,,L1263,Lianas,Invertebrates access,5.0 cm,3.4,3.1,3,1.38,1.77,1.25,1.37,20,94.34,9.08,16.25,6.93,16.07
5,Celastrus sp1,,L1269,Lianas,Invertebrates access,5.0 cm,2.4,3,3.3,1.48,1.51,1.13,1.19,19,80.12,9.11,15.8,7.05,15.55
5,Celastrus sp1,,L1251,Lianas,Invertebrates access,5.0 cm,3.1,3.3,3.2,1.17,1.32,1.26,1.41,20.9,99.56,9.99,17.75,7.17,14.61
5,Celastrus sp1,,L1259,Lianas,Invertebrates access,5.0 cm,3.2,3.3,2.9,1.92,1.29,1.32,1.24,20.5,113.51,9.73,16.92,7.63,16.89
5,Celastrus sp1,,L1275,Lianas,Invertebrates access,5.0 cm,2.9,3,2.9,1.69,1.08,1.52,1.23,20,79.41,9.18,14.43,6.03,14.05
5,Celastrus sp1,,L1271,Lianas,Invertebrates access,5.0 cm,3.1,3,3.1,1.19,1.07,1.16,1.05,20,80.72,9.41,17.79,7.76,17.24
5,Celastrus sp1,,L1261,Lianas,Invertebrates access,5.0 cm,3.5,3.3,3.1,1.34,1.27,1.33,1.57,19.5,98.63,9.82,17.9,7.97,17.57
5,Celastrus sp1,,L1206,Lianas,Invertebrates blocked,2.5 cm,3,3,2.9,1.17,1.72,1.02,1.3,195,76.5,7.7,4.09,5.89,13.97
5,Celastrus sp1,,L1218,Lianas,Invertebrates blocked,2.5 cm,3,3.1,3.1,1.17,1.28,1.09,1.49,20,81.96,9.04,15.86,6.78,15.28
5,Celastrus sp1,,L1210,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,2.9,1.01,1.03,1.08,1.3,20,69.43,7.49,14.42,6.37,14.54
5,Celastrus sp1,,L1232,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,2.9,1.04,1.16,1.09,1.15,20.5,78.68,9.25,15.54,7.14,15.18
5,Celastrus sp1,,L1208,Lianas,Invertebrates blocked,2.5 cm,2.7,2.7,2.6,0.9,0.76,0.8,0.96,20.5,67.99,7.1,11.77,5.43,11.44
5,Celastrus sp1,,L1202,Lianas,Invertebrates blocked,2.5 cm,2.8,2.7,2.7,0.89,1.32,1.36,1.23,19.5,65.65,7.97,13.67,6.65,13.02
5,Celastrus sp1,,L1230,Lianas,Invertebrates blocked,2.5 cm,2.4,2.4,2.8,0.64,0.32,1.16,0.63,21,61.49,6.8,11.47,5.21,11.09
5,Celastrus sp1,,L1252,Lianas,Invertebrates blocked,5.0 cm,3.5,3.7,3.7,0.95,0.97,1.02,2.24,19.5,106.32,10.61,20.06,8.11,19.48
5,Celastrus sp1,,L1254,Lianas,Invertebrates blocked,5.0 cm,2.9,3,3,1.08,0.91,1.11,1.32,20.5,88.75,10.41,15.04,6.71,14.27
5,Celastrus sp1,,L1256,Lianas,Invertebrates blocked,5.0 cm,3.1,3.2,3.2,1.32,1.49,1.29,1.27,20.5,94.11,10.13,6.08,7.34,15.58
5,Celastrus sp1,,L1258,Lianas,Invertebrates blocked,5.0 cm,3.5,3.7,3.4,3.39,1.89,1.48,1.16,20,112.85,11.79,18.76,7.85,17.56
5,Celastrus sp1,,L1260,Lianas,Invertebrates blocked,5.0 cm,3.1,3.1,3.1,1.37,1.24,1.27,1.27,20,96.67,10.08,16.68,7,15.81
5,Celastrus sp1,,L1262,Lianas,Invertebrates blocked,5.0 cm,3.1,3.1,3.3,1.33,0.6,1.69,1.43,20.5,99.52,9.76,15.04,6.18,14.11
5,Celastrus sp1,,L1264,Lianas,Invertebrates blocked,5.0 cm,3.4,3.4,3.6,2.58,1.39,1.64,1.46,20,102.37,10.81,9.92,8.82,19.55
5,Celastrus sp1,,L1266,Lianas,Invertebrates blocked,5.0 cm,3.1,3.5,3.2,1.51,2.39,0.96,0.92,21,115.22,10.54,17.04,7.5,16.24
5,Celastrus sp1,,L1268,Lianas,Invertebrates blocked,5.0 cm,3.1,2.1,3.2,1.31,1.37,1.25,1.02,19.5,81.66,9.4,16,7.07,16.09
5,Celastrus sp1,,L1270,Lianas,Invertebrates blocked,5.0 cm,3.2,3.1,3.1,1.76,1.6,1.14,1.21,20,96.4,10.12,15.1,6.75,15.29
5,Celastrus sp1,,L1272,Lianas,Invertebrates blocked,5.0 cm,3.1,3.2,3,1.39,1.21,0.95,0.8,20,106.27,11.07,17.01,7.39,16.27
5,Celastrus sp1,,L1274,Lianas,Invertebrates blocked,5.0 cm,3.1,3.1,3,1.17,1.05,1.24,0.85,20.5,83.36,8.6,15.82,6.5,14.96
5,Celastrus sp1,,L1276,Lianas,Invertebrates blocked,5.0 cm,2.8,3.1,3.1,1.13,1.51,1.65,1.34,20.5,91.41,13.85,19.19,9.1,17.65
5,Celastrus sp1,,L1282,Lianas,Invertebrates blocked,5.0 cm,3,3.1,3.1,1.29,1.35,1.41,1.61,20,94.88,9.7,15.95,8.62,14.85
5,Celastrus sp1,,L1280,Lianas,Invertebrates blocked,5.0 cm,3.2,3.2,3.1,1.07,0.7,0.7,0.65,20,102.3,11.37,17.55,7.28,16.56
5,Celastrus sp1,,L1278,Lianas,Invertebrates blocked,5.0 cm,3,3,3.1,1.37,0.95,0.8,1.2,18,78.83,9.24,16.25,6.74,15.47
5,Celastrus sp1,,L1226,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,3,0.85,1.24,1.08,1.04,20.5,73.76,8.23,15.93,6.98,16.32
5,Celastrus sp1,,L1214,Lianas,Invertebrates blocked,2.5 cm,2.8,2.7,2.8,0.84,0.95,0.82,0.88,21,58.4,6.88,13.56,5.96,13.27
5,Celastrus sp1,,L1228,Lianas,Invertebrates blocked,2.5 cm,2.8,3,3.1,1.05,0.82,0.95,1.08,20,84.07,1.45,13.1,5.75,12.88
5,Celastrus sp1,,L1216,Lianas,Invertebrates blocked,2.5 cm,3,2.9,3,1.57,1.64,1.06,1.15,20,76.44,9.05,15.33,6.57,14.6
5,Celastrus sp1,,L1204,Lianas,Invertebrates blocked,2.5 cm,2.9,2.9,3,1.07,1,0.81,1.03,20,83.41,8.33,4.49,7.04,14.4
5,Celastrus sp1,,L1224,Lianas,Invertebrates blocked,2.5 cm,3,3,2.9,1.25,1.34,1,1.3,20.5,80.73,9.09,12.1,6.79,14.96
5,Celastrus sp1,,L1220,Lianas,Invertebrates blocked,2.5 cm,2.5,2.8,3,0.86,0.97,1.28,0.92,20,76.71,7.49,13.66,6.45,14.04
5,Celastrus sp1,,L1212,Lianas,Invertebrates blocked,2.5 cm,2.4,2.3,2.7,1.42,1.19,1.36,1.18,20,47.4,5.88,10.66,4.69,10.59
5,Celastrus sp1,,L1222,Lianas,Invertebrates blocked,2.5 cm,2.8,2.7,2.7,1.26,1.65,1.2,1.05,21,73.49,8.19,14.22,6.32,13.51
5,Celastrus sp1,,L1205,Lianas,Invertebrates access,2.5 cm,2.6,2.7,2.7,1.34,1.11,1.13,1,20.5,67.87,7.15,11.68,5.66,7.75
5,Celastrus sp1,,L1201,Lianas,Invertebrates access,2.5 cm,2.8,3,2.9,1.46,1.05,1.05,1.28,19.7,75.83,7.82,14.01,5.8,14.01
5,Celastrus sp1,,L1229,Lianas,Invertebrates access,2.5 cm,3,3.1,3.1,1.44,1.26,1.14,1.39,20,95.62,10.78,16.98,7.22,16.89
5,Celastrus sp1,,L1203,Lianas,Invertebrates access,2.5 cm,2.5,2.5,2.6,0.95,1.18,1.33,0.99,20.5,53.42,5.03,10.16,4.34,10.05
5,Celastrus sp1,,L1209,Lianas,Invertebrates access,2.5 cm,2.9,2.7,2.5,1.17,1.17,1.02,1.26,20,62.08,5.58,10.19,4.79,10.24
5,Celastrus sp1,,L1215,Lianas,Invertebrates access,2.5 cm,2.8,2.9,2.8,1.14,1.13,1.19,1.07,21,76.41,9.64,11.24,6.31,74.16
5,Celastrus sp1,,L1231,Lianas,Invertebrates access,2.5 cm,3.3,2.9,3,1.09,1.53,1.39,1.35,20,100.89,9.77,15.76,6.77,14.77
5,Celastrus sp1,,L1223,Lianas,Invertebrates access,2.5 cm,2.9,3,3,1.47,1.22,1.28,1.22,20.5,77.44,8.58,15.41,6.27,15.3
5,Celastrus sp1,,L1219,Lianas,Invertebrates access,2.5 cm,2.9,2.9,2.9,1.42,1.24,1.31,1.39,20,86.88,12.26,17.58,7.13,16.56
5,Celastrus sp1,,L1225,Lianas,Invertebrates access,2.5 cm,3.1,3.2,3.2,0.99,1.26,1.74,1.24,20,94.43,12.69,19.33,8.3,18.94
5,Celastrus sp1,,L1207,Lianas,Invertebrates access,2.5 cm,3,3,2.9,1.19,1.34,1.44,1.45,20,78.03,8.91,14.7,6.01,14.12
5,Celastrus sp1,,L1211,Lianas,Invertebrates access,2.5 cm,2.9,3,3,1.39,1.11,1.19,1.26,21,92.95,9.25,14.9,6.59,14.13
5,Celastrus sp1,,L1227,Lianas,Invertebrates access,2.5 cm,2.9,3,2.9,1.49,1.19,1.07,1.02,20.5,84.83,8.03,14.28,6.55,14.66
5,Celastrus sp1,,L1213,Lianas,Invertebrates access,2.5 cm,3,2.9,3,1.38,1.18,1.09,1.3,20.5,75.88,8.81,15.75,7.41,15.45
5,Celastrus sp1,,L1217,Lianas,Invertebrates access,2.5 cm,3,3,3.1,1.38,1.26,1.24,1.38,20,82.68,8.7,15.01,6.82,14.68
5,Celastrus sp1,,L1221,Lianas,Invertebrates access,2.5 cm,2.7,2.8,2.7,1.16,1.32,1.11,1.28,21,71.73,7.87,13.25,6.2,17.69
5,Celastrus sp1,,L1279,Lianas,Invertebrates access,5.0 cm,3.2,3.1,3.1,1.22,1.3,1.21,1.25,20.7,82.89,8.3,15.1,6.43,15.19
5,Celastrus sp1,,L1255,Lianas,Invertebrates access,5.0 cm,2.4,3,3.1,1.17,1.35,1.42,1.42,20.7,83.67,9.16,14.55,6.2,14.04
5,Celastrus sp1,,L1257,Lianas,Invertebrates access,5.0 cm,2.4,2.5,2.4,1.19,1.32,1.42,1.49,18.5,74.22,8.13,14.71,5.94,14.58
5,Celastrus sp1,,L1281,Lianas,Invertebrates access,5.0 cm,3.3,3.2,3.1,1.16,1.23,1.57,1.33,21.5,87.6,8.59,15.51,6.05,15.42
5,Celastrus sp1,,L1265,Lianas,Invertebrates access,5.0 cm,3.3,3.4,3.4,1.22,1.42,1.35,1.17,20.5,97.06,10.5,17.13,7.68,16.61
5,Celastrus sp1,,L1267,Lianas,Invertebrates access,5.0 cm,3.7,4,3.8,1.48,1.42,1.47,1.24,19,142.12,23.07,35.76,15.04,35.13
5,Celastrus sp1,,L1277,Lianas,Invertebrates access,5.0 cm,3.2,3.1,3,1.3,1.17,1.21,1.44,19.7,79.49,8.38,14.49,6.39,14.23
5,Celastrus sp1,,L1273,Lianas,Invertebrates access,5.0 cm,3.6,3.6,3.7,1.17,1.05,1.39,1.38,22,127.08,14.22,22.93,10.01,21.28
5,Celastrus sp1,,L1253,Lianas,Invertebrates access,5.0 cm,3,3,3,1.54,1.14,1.34,1.37,21,77.93,8.99,15.32,6.39,14.89
11,Ayenia grandifolia,,L3974,Lianas,Invertebrates blocked,5.0 cm,3.7,4.7,4.6,2.21,3.87,3.41,3.54,19.5,275.81,34.15,39.51,15.65,29.28
11,Ayenia grandifolia,,L3980,Lianas,Invertebrates blocked,5.0 cm,5.1,5,5,4.23,3.31,4.23,5.11,20,314.21,31.33,36.04,13.44,25.53
11,Ayenia grandifolia,,L3958,Lianas,Invertebrates blocked,5.0 cm,5.2,5.2,5,4.49,3.03,2.84,3.72,19.5,345.47,45.84,49.75,15.14,28.92
11,Ayenia grandifolia,,L3976,Lianas,Invertebrates blocked,5.0 cm,3.8,3.7,3.6,4.78,3.71,2.92,3.9,20,203.8,20.04,22.75,8.61,14.89
11,Ayenia grandifolia,,L3960,Lianas,Invertebrates blocked,5.0 cm,4.8,5.1,5.2,4.89,3.63,6.78,4.43,19,338.95,43.52,46.98,15.57,28.31
11,Ayenia grandifolia,,L3978,Lianas,Invertebrates blocked,5.0 cm,5,4.8,4.8,4.44,4.25,3.89,4.98,19.5,305.56,40.46,44.68,15.84,29.07
11,Ayenia grandifolia,,L3956,Lianas,Invertebrates blocked,5.0 cm,4,4,3.9,3.73,3.96,4.1,3.08,19,157.19,18.91,25.95,6.54,18.59
